goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,보온성,퀄리티_점수,보온성_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대
994588,84734939,general,하기싫다닉네임,오버핏이라 좋고 네이비 산지 좀 됐는데 다들 예쁘다해서 흰색도 하나 사 봤슴다,5.0,False,L(린넨),170.0,97.0,남성,2026-05-25 22:41:59,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,5,25,월,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
994588,84731641,general,솔직한페루앞치마,사이즈가 일단 상당히 큽니다. 덩치가 큰데도 품이 엄청 크네요. 그래도 만족합니다. 잘입을게요.,4.0,False,L(옥스포드),182.0,100.0,남성,2026-05-25 20:25:47,사이즈: 많이 큼 / 화면 대비 색감: 매우 밝음 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,L,(옥스포드),2026,5,25,월,4,응답,많이 큼,매우 밝음,보통,거의 없음,,,,3.0,,,,4.0,2.0,2.0,2.0,2.0
994588,84715263,general,기발한라임목도리,생각보다 데일리 허게 입을 수 있어서 좋아요 정장같은 느낌의 셔츠가 아닙니다 한번입고 말지라는 생각이였는데 자주입게 되네요,4.0,False,M(린넨),170.0,58.0,남성,2026-05-24 23:54:58,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,False,0,filluminate,상의,M,(린넨),2026,5,24,일,4,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,4.0,,,,3.0,1.0,1.0,0.0,0.0
﻿3791891,84865082,general,위험한자식거북이,가성비로 최고에요 초여름에도 입기 좋은 재질이여서 좋아염,5.0,False,L,174.0,71.0,남성,2026-05-31 21:05:05,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,True,0,filluminate,상의,L,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,,4.0,0.0,0.0,0.0,0.0
3791891,84863250,general,단정한피렌체시크,좋아요 사진이랑 비슷하고 사이즈도 괜찮아요 핳,5.0,False,M,167.0,70.0,남성,2026-05-31 19:36:10,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,M,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
3791891,84859993,general,다정한전주머리띠,싸게 잘 산것 같습니다. 셔츠가 생각보다 화려해서 좋았습니당,5.0,False,M,171.0,55.0,남성,2026-05-31 17:09:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0
3791891,84857931,general,잠은지옥에서,싼 가격에 가성비 았게 구매했어요  삶작 두께감이 있어서 여름보다는 봄 가을에 입어야 할 것 같아요,5.0,False,M,162.0,57.0,여성,2026-05-31 15:15:14,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0
3791891,84839249,style,캐슬오브도어,빳빳한 느낌의 깔끔한 체크 셔츠에요 무난하게 걸치기 좋아요,5.0,False,M,172.0,70.0,남성,2026-05-30 16:44:18,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 전혀 없음,True,0,filluminate,상의,M,,2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,전혀 없음,,,,3.0,,,,5.0,0.0,0.0,0.0,0.0
3791891,84835012,general,우주대스타태현,옷이 이쁘고 요새 힙한 스타일입니다. 단점은.. 주변에 비슷한 옷들이 많습이다 ㅎㅎ,5.0,False,XL,186.0,77.0,남성,2026-05-30 13:23:13,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,,2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
3791891,84807408,general,jaemin0608,한번 구매하고 쭉 입다가 하나 더 구매했어요 그냥 평소에나 언제나 위에 걸치기 너무 좋고 편해요,5.0,False,M,175.0,77.0,남성,2026-05-29 01:38:51,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 전혀 없음,True,0,filluminate,상의,M,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,전혀 없음,,,,3.0,,,,5.0,0.0,0.0,0.0,0.0
3791891,84787076,general,JSZzZ,배송빠르네요 자주이용할께요 사이즈 딱좋습니다 수고하세요,5.0,False,XL,180.0,80.0,남성,2026-05-28 09:43:55,사이즈: 조금 작음 / 화면 대비 색감: 밝음 / 퀄리티: 나쁨 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,5,28,목,5,응답,조금 작음,밝음,나쁨,거의 없음,,,,2.0,,,,4.0,-1.0,1.0,1.0,1.0
3791891,84772952,general,사오기,진짜 기본적인 체크셔츠입니다 확실히 오버핏 느낌이고 얇진 않은데 살짝 비치는것도 같은 희한한 두께,5.0,False,M,172.0,60.0,남성,2026-05-27 19:52:19,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,5,27,수,5,응답,조금 큼,화면과 비슷,보통,거의 없음,,,,3.0,,,,4.0,1.0,1.0,0.0,0.0
3791891,84757041,general,ㅉㅃ,너무너무 핏 이쁘고 좋네요.. 추천드립니다..ㅎㅎ 덕분에.이쁜옷 입었습니다,5.0,False,L,176.0,80.0,남성,2026-05-26 23:01:40,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 전혀 없음,False,0,filluminate,상의,L,,2026,5,26,화,5,응답,정사이즈,화면과 비슷,매우 좋음,전혀 없음,,,,5.0,,,,5.0,0.0,0.0,0.0,0.0
3791891,84752057,general,김사과님,흰색 티와 입으니 너무 예쁩니다 편하게 입을수 있을꺼 같아요,5.0,False,XL,181.0,70.0,남성,2026-05-26 19:23:31,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,,2026,5,26,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
3791891,84730151,general,YnJ,이거 예쁘네요 편하게 입기좋은 느낌이에요 단 지금은 조금 덥겠어요.,5.0,False,M,185.0,86.0,남성,2026-05-25 19:07:14,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,5,25,월,5,응답,조금 큼,화면과 비슷,좋음,거의 없음,,,,4.0,,,,4.0,1.0,1.0,0.0,0.0
﻿2913656,84870051,general,김레옹이,박음질 깔끔하고 괜찮음. 근데 본인 여잔데 선출이라 어깨가 48정도 되는데도 ㅈㄹ 큼 저랑 몸무게 키 비슷하신 분들은 어깨 엄청 남을듯,5.0,False,MELANGE GREY / M,167.0,48.0,여성,2026-06-01 00:36:11,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 매우 좋음,False,0,filluminate,상의,M,MELANGE GREY,2026,6,1,월,5,응답,많이 큼,화면과 비슷,매우 좋음,,적당함,,,5.0,,,3.0,,2.0,2.0,0.0,0.0
2913656,84833017,general,허_정_윤,무신사 짱이에요. 받아보니 더 마음에 들고 배송도 빨라요~,5.0,False,NAVY / XL,180.0,80.0,여성,2026-05-30 11:43:36,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 보통,False,0,filluminate,상의,XL,NAVY,2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0
2913656,84822086,general,김_규_리,무신사 짱이에요. 받아보니 더 마음에 들고 배송도 빨라요~,5.0,False,MELANGE GREY / L,180.0,80.0,missing,2026-05-29 19:39:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 보통,False,0,filluminate,상의,L,MELANGE GREY,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0
2913656,84614587,style,uuuuuiio,싸게 구매했는데 진짜 너무 맘에 들어요 핏도 이쁘고 디자인도 넘 이뻐요 잘 입을게여,5.0,False,MELANGE GREY / S,162.0,48.0,여성,2026-05-27 00:03:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 보통,True,0,filluminate,상의,S,MELANGE GREY,2026,5,27,수,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0
﻿3791889,84857200,general,스나우퍼,좋아요  좋아요 좋아요 좋아요 좋아요  좋아요 좋아요 좋아요,5.0,False,L,170.0,62.0,남성,2026-05-31 14:34:51,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
3791889,84784527,general,오늘은뉴욕텀블러,색상도 예쁘고 오버핏도 적당해서 좋아요~! 다른 색도 사고 싶어요,5.0,False,M,167.0,46.0,여성,2026-05-28 03:26:18,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,,2026,5,28,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿2913659,84757099,general,m75pze,교복 위에 입으니까 예뻐여 지금은 더워서 못 입구 4월초부터 5월초 까지 입엇어요 그렇게 많이 두껍진 않아서 조아용 (사실 이거 양덩원손민수에여),4.0,False,L,160.0,63.0,여성,2026-05-26 23:03:18,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 보통,False,0,filluminate,상의,L,,2026,5,26,화,4,응답,조금 큼,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,1.0,1.0,0.0,0.0
﻿994600,84819078,general,솔직한검정볼캡,여름에는 입기엔 별로 봄 가을 정도라면 만족스러운편,4.0,False,XL(린넨),184.0,81.0,남성,2026-05-29 17:23:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,(린넨),2026,5,29,금,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
994600,84818378,general,안양뱀뱀,가법고 막입기 편하고 시원해요.좋습니다.잘입을께요.,5.0,False,XL(린넨),179.0,85.0,남성,2026-05-29 16:54:24,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,(린넨),2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
994600,84813560,general,댐이니,린넨 치고는 조금 두꺼운편이여서 한 여름에는 입기 힘들거 같습니다. 옷은 전체적으로 만족해요,5.0,False,S(린넨),168.0,56.0,남성,2026-05-29 13:04:34,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,S,(린넨),2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0
994600,84783468,general,멸종위기,깔끔하고 이쁜데 저한텐 소매가 좀 길어요 꽤 두꺼워요,5.0,False,XL(린넨),174.0,88.0,남성,2026-05-28 01:08:33,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,XL,(린넨),2026,5,28,목,5,응답,조금 큼,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,,4.0,1.0,1.0,0.0,0.0
994600,84757748,general,참곰슬이,너무좋습니다 근데 생각보다 두꺼워요 여름에는 입기힘듭니다,5.0,False,M(린넨),174.0,82.0,남성,2026-05-26 23:32:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,5,26,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
﻿4009326,84818631,style,이영자자,바람이 통하고 얇아서 여름에 입기 좋지만 와이드핏으로 클수 있어요,5.0,False,(BLACK)M,173.0,67.0,남성,2026-05-29 17:05:26,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,(BLACK),2026,5,29,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
4009326,84808117,general,솔직한분홍피코트,이쁩니다 마니파세여 쵝오입니다 ㅎㅎ 마니파게여~!히히,5.0,False,(BLACK)M,168.0,70.0,남성,2026-05-29 03:57:17,사이즈: 많이 큼 / 화면 대비 색감: 어두움 / 두께감: 매우 두꺼움 / 신축성: 강함,False,0,filluminate,상의,M,(BLACK),2026,5,29,금,5,응답,많이 큼,어두움,,,매우 두꺼움,강함,,,,4.0,5.0,,2.0,2.0,-1.0,1.0
4009326,84744650,general,BaeLeo,가족에게 선물했는데 매우 편하고 시원하다고 합니다,5.0,False,(BLACK)S,170.0,64.0,남성,2026-05-26 13:18:01,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,S,(BLACK),2026,5,26,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
4009326,84718734,general,둔감한신당동핀,실물이 사진보다 훨씬 더 예쁜 것 같아요 정말 너무 좋아요,5.0,False,(BLACK)M,175.0,70.0,남성,2026-05-25 09:02:36,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,M,(BLACK),2026,5,25,월,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0
4009326,84717043,general,Meenies,이런 류의 져지를 갖고 싶었는데 세일할 때 저렴하게 구매해서 만족스럽습니다. 재질도 시원하고 튼튼한 메쉬소재이고 블랙 앤 화이트 색 조합이 시원하고 경쾌해서 여름에 잘 입고 다닐 것 같아요!,5.0,False,(BLACK)M,178.0,65.0,남성,2026-05-25 02:17:44,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,True,0,filluminate,상의,M,(BLACK),2026,5,25,월,5,응답,조금 큼,화면과 비슷,,,얇음,적당함,,,,3.0,2.0,,1.0,1.0,0.0,0.0
﻿4969899,84869161,general,청담동소금쟁이,남자친구 입히려고 샀어요 ! 예쁘게 잘 맞을 것 같습니다,4.0,False,WHITE · M,161.0,49.0,여성,2026-05-31 23:50:52,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,WHITE,2026,5,31,일,4,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
4969899,84867385,general,Yunsle,요새 핏도 잘 맞고 이쁘네요 감사히 잘 입고 있습니다,5.0,False,SKY BLUE · L,175.0,78.0,남성,2026-05-31 22:38:17,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,SKY BLUE,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0
4969899,84865527,general,1126_92,하프랑 길이만 다른줄 알았는데 색상이랑 질감이 좀 다름 이게 더 나음 핏은 하프가이쁨,5.0,False,LIGHT BLUE · L,164.0,55.0,여성,2026-05-31 21:26:27,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,False,0,filluminate,상의,L,LIGHT BLUE,2026,5,31,일,5,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,4.0,,,,3.0,1.0,1.0,0.0,0.0
4969899,84862041,general,핱투,색감도 너무 예쁘고 재질도 좋아요 확실히 잘 안 구겨질 재질이라서 더 좋습니다 여름 셔츠로 딱이에요,5.0,False,SKY BLUE · L,178.0,75.0,남성,2026-05-31 18:44:01,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 전혀 없음,False,0,filluminate,상의,L,SKY BLUE,2026,5,31,일,5,응답,정사이즈,화면과 비슷,좋음,전혀 없음,,,,4.0,,,,5.0,0.0,0.0,0.0,0.0
4969899,84843632,general,콜라겐사랑시대,목이 짧아서 셔츠는 꺼려하는데 이 옷은 디자인도 너무 예쁘고 소재도 시원해서 너무너무 마음에듭니다! 요즘 애착옷이에요!! 매수,5.0,False,LIGHT BLUE · M,165.0,76.0,남성,2026-05-30 20:26:40,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,True,0,filluminate,상의,M,LIGHT BLUE,2026,5,30,토,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,,4.0,0.0,0.0,0.0,0.0
4969899,84792013,general,llalls,제 최애 여름 반팔템이에요. 핏이나 색감이 이뻐서 자주 입게 되요.,5.0,False,LIGHT BLUE · L,183.0,74.0,남성,2026-05-28 14:24:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,L,LIGHT BLUE,2026,5,28,목,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,,4.0,0.0,0.0,0.0,0.0
